setu,date,home_team,home_victory,home_score,away_team,away_score,home_away,attendance,arena,arena_rate
23,02.15,名古屋D,win,79,三遠,64,away,3458,豊橋,172
23,02.15,秋田,lose,76,琉球,80,home,3451,秋田県体,58
23,02.15,琉球,win,80,秋田,76,away,3451,秋田県体,58
23,02.15,新潟,lose,41,A東京,69,home,2735,東総合,88
23,02.15,A東京,win,69,新潟,41,away,2735,東総合,88
23,02.15,富山,win,75,京都,73,home,2315,富山市総,50
23,02.15,京都,lose,73,富山,75,away,2315,富山市総,50
23,02.15,川崎,win,85,島根,76,home,5015,とどろき,77
23,02.15,島根,lose,76,川崎,85,away,5015,とどろき,77
23,02.16,富山,lose,79,京都,80,home,3988,富山市総,86
23,02.16,京都,win,80,富山,79,away,3988,富山市総,86
23,02.16,秋田,win,81,琉球,67,home,3570,秋田県体,60
23,02.16,琉球,lose,67,秋田,81,away,3570,秋田県体,60
23,02.16,横浜,lose,79,SR渋谷,90,home,3514,横浜国プ,32
23,02.16,SR渋谷,win,90,横浜,79,away,3514,横浜国プ,32
23,02.16,新潟,lose,70,A東京,75,home,2845,東総合,91
23,02.16,A東京,win,75,新潟,70,away,2845,東総合,91
23,02.16,三遠,win,66,名古屋D,63,home,4408,豊橋,219
23,02.16,名古屋D,lose,63,三遠,66,away,4408,豊橋,219
23,02.16,北海道,lose,83,滋賀,99,home,3272,北海きた,41
23,02.16,滋賀,win,99,北海道,83,away,3272,北海きた,41
23,02.16,千葉,win,89,大阪,66,home,5022,船橋,115
23,02.16,大阪,lose,66,千葉,89,away,5022,船橋,115
23,02.16,川崎,lose,106,島根,74,home,4829,とどろき,74
23,02.16,島根,win,74,川崎,106,away,4829,とどろき,74
23,02.16,三河,lose,75,宇都宮,83,home,4341,SH豊田,67
23,02.16,宇都宮,win,83,三河,75,away,4341,SH豊田,67
23,02.17,三河,lose,84,宇都宮,88,home,3413,SH豊田,53
23,02.17,宇都宮,win,88,三河,84,away,3413,SH豊田,53
28,03.14,千葉,lose,80,宇都宮,88,home,0,船橋,0
28,03.14,宇都宮,win,88,千葉,80,away,0,船橋,0
28,03.14,新潟,lose,72,琉球,91,home,0,アオーレ,0
28,03.14,琉球,win,91,新潟,72,away,0,アオーレ,0
28,03.14,大阪,lose,105,島根,87,home,0,おおきに,0
28,03.14,島根,win,87,大阪,105,away,0,おおきに,0
28,03.14,SR渋谷,lose,83,秋田,87,home,0,青山学院,0
28,03.14,秋田,win,87,SR渋谷,83,away,0,青山学院,0
28,03.14,三遠,lose,73,富山,95,home,0,豊橋,0
28,03.14,富山,win,95,三遠,73,away,0,豊橋,0
28,03.14,滋賀,lose,65,A東京,82,home,0,YMIT,0
28,03.14,A東京,win,82,滋賀,65,away,0,YMIT,0
28,03.14,京都,win,88,名古屋D,72,home,0,ハンアリ,0
28,03.14,名古屋D,lose,72,京都,88,away,0,ハンアリ,0
28,03.14,三河,lose,82,横浜,89,home,0,WA刈谷,0
28,03.14,横浜,win,89,三河,82,away,0,WA刈谷,0
28,03.15,SR渋谷,win,84,秋田,79,home,0,青山学院,0
28,03.15,秋田,lose,79,SR渋谷,84,away,0,青山学院,0
28,03.15,新潟,lose,69,琉球,83,home,0,アオーレ,0
28,03.15,琉球,win,83,新潟,69,away,0,アオーレ,0
28,03.15,三遠,win,80,富山,79,home,0,豊橋,0
28,03.15,富山,lose,79,三遠,80,away,0,豊橋,0
28,03.15,滋賀,lose,60,A東京,85,home,0,YMIT,0
28,03.15,A東京,win,85,滋賀,60,away,0,YMIT,0
28,03.15,京都,lose,70,名古屋D,83,home,0,ハンアリ,0
28,03.15,名古屋D,win,83,京都,70,away,0,ハンアリ,0
28,03.15,大阪,win,93,島根,80,home,0,おおきに,0
28,03.15,島根,lose,80,大阪,93,away,0,おおきに,0
28,03.15,川崎,win,97,北海道,71,home,0,とどろき,0
28,03.15,北海道,lose,71,川崎,97,away,0,とどろき,0
28,03.15,三河,win,96,横浜,82,home,0,WA刈谷,0
28,03.15,横浜,lose,82,三河,96,away,0,WA刈谷,0
